👀 PR #59 Access ATOM impressions logs (maluhoss),https://github.com/EQWorks/locussdk/pull/59,needs review,maluhoss, Access ATOM impressions logs
✔️ PR #58 geocode - append geocode result to original data (bsandi1220),https://github.com/EQWorks/locussdk/pull/58,done,bsandi1220, geocode - append geocode result to original data
✔️ PR #6 demo files - update to pandas df native compatibility (bsandi1220),https://github.com/EQWorks/notebook-files/pull/6,done,bsandi1220, demo files - update to pandas df native compatibility
✔️ PR #16 show contributors by project and group digest items by NLP labels (woozyking),https://github.com/EQWorks/updates/pull/16,done,woozyking, show contributors by project and group digest items by NLP labels
✔️ PR #36 lib - parseRaw for NLP labeling of arbitrary array of strings (woozyking),https://github.com/EQWorks/release/pull/36,done,woozyking, lib - parseRaw for NLP labeling of arbitrary array of strings
⚠️ PR #32 nlp/label - 2021-Feb batch (woozyking),https://github.com/EQWorks/release/pull/32,wip,woozyking, nlp/label - 2021-Feb batch
⚠️ PR #2 GitHub workflows setup; refactor files to make them general; create new note using 'New note' instead of 'Prepare' templates (geoerika),https://github.com/EQWorks/hugo-chores/pull/2,wip,geoerika, GitHub workflows setup; refactor files to make them general; create new note using 'New note' instead of 'Prepare' templates
text,link,state,contributors,text_cleaned
✔️ PR #917 auth/remove new marketplace in restricted list (YizhiCatherineZhang),https://github.com/EQWorks/snoke/pull/917,done,YizhiCatherineZhang, auth/remove new marketplace in restricted list
✔️ PR #916 marketplace - remove data from Spotzi in marketplace (YizhiCatherineZhang),https://github.com/EQWorks/snoke/pull/916,done,YizhiCatherineZhang, marketplace - remove data from Spotzi in marketplace
✔️ PR #915 Copywriting updates (DoParkEQ),https://github.com/EQWorks/snoke/pull/915,done,DoParkEQ, Copywriting updates
"⚠️ PR #914 hub - new google sheets flow (eq-ianecc, woozyking)",https://github.com/EQWorks/snoke/pull/914,wip,"eq-ianecc, woozyking"," hub - new google sheets flow (eq-ianecc,"
✔️ PR #15 devops -update notebook image (bsandi1220),https://github.com/EQWorks/JupyterHub/pull/15,done,bsandi1220, devops -update notebook image
👀 PR #48 poi - add get_avail_poi_lists and get_pois (bsandi1220),https://github.com/EQWorks/locussdk/pull/48,needs review,bsandi1220, poi - add get_avail_poi_lists and get_pois
✔️ PR #47 devops - auto documentation generated from docstrings (woozyking),https://github.com/EQWorks/locussdk/pull/47,done,woozyking, devops - auto documentation generated from docstrings
✔️ PR #46 Fix missing reports when retrieving eq datasets (maluhoss),https://github.com/EQWorks/locussdk/pull/46,done,maluhoss, Fix missing reports when retrieving eq datasets
✔️ PR #45 Send readable error if wrong report type provided with eq report (maluhoss),https://github.com/EQWorks/locussdk/pull/45,done,maluhoss, Send readable error if wrong report type provided with eq report
✔️ PR #44 Access hub datasets (maluhoss),https://github.com/EQWorks/locussdk/pull/44,done,maluhoss, Access hub datasets
⚠️ PR #489 [Draft] hub - google sheet connector (eq-ianecc),https://github.com/EQWorks/firstorder/pull/489,wip,eq-ianecc, hub - google sheet connector
✔️ PR #488 ml/views - add middleware to consider wl/cu passed (tlowande),https://github.com/EQWorks/firstorder/pull/488,done,tlowande, ml/views - add middleware to consider wl/cu passed
✔️ PR #487 record count rev for connection hub and ML relevant queries (woozyking),https://github.com/EQWorks/firstorder/pull/487,done,woozyking, record count rev for connection hub and ML relevant queries
✔️ PR #486 Fix/ML - WI HasAOIData SQL fix (kevlabs),https://github.com/EQWorks/firstorder/pull/486,done,kevlabs, Fix/ML - WI HasAOIData SQL fix
"✔️ PR #2 devops - remove CRA, re-org repo, ensure lint, build, storybook and package publish with corresponding gh actions (woozyking)",https://github.com/EQWorks/snoke-dashboard/pull/2,done,woozyking," devops - remove CRA, re-org repo, ensure lint, build, storybook and package publish with corresponding gh actions"
✔️ PR #1 Dashboard layout base structure (DoParkEQ),https://github.com/EQWorks/snoke-dashboard/pull/1,done,DoParkEQ, Dashboard layout base structure
👀 PR #9 Google analytics supun (wwwmonsterlam),https://github.com/EQWorks/connector-google-analytics/pull/9,needs review,wwwmonsterlam, Google analytics supun
👀 PR #57 query-builder - fix top drawer position (tlowande),https://github.com/EQWorks/ml-ui/pull/57,needs review,tlowande, query-builder - fix top drawer position
✔️ PR #55 wl/cu selector in dev stage (tlowande)Issue #43 [FO] add wl/cu selector to filter dataIssue #54 no views bug,https://github.com/EQWorks/ml-ui/pull/55,done,tlowande, wl/cu selector in dev stage (tlowande)Issue add wl/cu selector to filter dataIssue no views
✔️ PR #52 Ml model/refactor - refactor useMLModel & related hooks (hyx131),https://github.com/EQWorks/ml-ui/pull/52,done,hyx131, Ml model/refactor - refactor useMLModel & related hooks
✔️ PR #54 Update @turf/helpers to v6.2.0; package to v0.4.3 (geoerika),https://github.com/EQWorks/react-maps/pull/54,done,geoerika, Update @turf/helpers to v6.2.0; package to v0.4.3
✔️ PR #53 revert to previous workflows; update actions/setup-node to v2 (geoerika),https://github.com/EQWorks/react-maps/pull/53,done,geoerika, revert to previous workflows; update actions/setup-node to v2
⚠️ PR #52 [DO NOT MERGE WITH MASTER UNTIL FIX FOUND] .npmrc workflow setup (geoerika),https://github.com/EQWorks/react-maps/pull/52,wip,geoerika, .npmrc workflow setup
✔️ PR #50 Workflows - add back registry for publish step (geoerika),https://github.com/EQWorks/react-maps/pull/50,done,geoerika, Workflows - add back registry for publish step
✔️ PR #49 Workflows - remove login (geoerika),https://github.com/EQWorks/react-maps/pull/49,done,geoerika, Workflows - remove login
✔️ PR #48 Refresh react-labs in yarn.lock (geoerika),https://github.com/EQWorks/react-maps/pull/48,done,geoerika, Refresh react-labs in yarn.lock
✔️ PR #47 Mapbox token refactor; create .npmrc file (geoerika),https://github.com/EQWorks/react-maps/pull/47,done,geoerika, Mapbox token refactor; create .npmrc file
✔️ PR #46 Update map packages (geoerika),https://github.com/EQWorks/react-maps/pull/46,done,geoerika, Update map packages
⚠️ PR #46 Fix test errors by rolling back react/maps; update react-maps package (geoerika),https://github.com/EQWorks/poi-manage/pull/46,wip,geoerika, Fix test errors by rolling back react/maps; update react-maps package
✔️ PR #45 Update package to v1.0.0 (geoerika),https://github.com/EQWorks/poi-manage/pull/45,done,geoerika, Update package to v1.0.0
✔️ PR #44 Upgrade workflow actions and react-map package (geoerika),https://github.com/EQWorks/poi-manage/pull/44,done,geoerika, Upgrade workflow actions and react-map package
✔️ PR #43 Add mapboxApiAccessToken ; refactor props (geoerika),https://github.com/EQWorks/poi-manage/pull/43,done,geoerika, Add mapboxApiAccessToken ; refactor props
✔️ PR #41 ColumnPOI - adjust POIManage to latest version of POIMap component (geoerika),https://github.com/EQWorks/poi-manage/pull/41,done,geoerika, ColumnPOI - adjust POIManage to latest version of POIMap component
⚠️ PR #125 experiment on visx/d3 integration (DoParkEQ),https://github.com/EQWorks/chart-system/pull/125,wip,DoParkEQ, experiment on visx/d3 integration
✔️ PR #154 devops - add auto-release (tlowande),https://github.com/EQWorks/react-labs/pull/154,done,tlowande, devops - add auto-release
✔️ PR #153 tabs - add forwardRef to use with drawers (tlowande),https://github.com/EQWorks/react-labs/pull/153,done,tlowande, tabs - add forwardRef to use with drawers
⚠️ PR #7 03 - data containers and repetitions (woozyking),https://github.com/EQWorks/python-curriculum/pull/7,wip,woozyking, 03 - data containers and repetitions
"✔️ PR #6 02 - logic controls (try/except, assert, extra on bitwise operations) (woozyking)",https://github.com/EQWorks/python-curriculum/pull/6,done,woozyking," 02 - logic controls (try/except, assert, extra on bitwise operations)"
✔️ PR #6 devops/npm-publish - enforce public access of published packages (woozyking),https://github.com/EQWorks/lumen-table/pull/6,done,woozyking, devops/npm-publish - enforce public access of published packages
⚠️ PR #2 add storybook and remove inline css (YizhiCatherineZhang),https://github.com/EQWorks/lumen-image-slider/pull/2,wip,YizhiCatherineZhang, add storybook and remove inline css
✔️ PR #31 tag - make access to package.json safer (tlowande),https://github.com/EQWorks/release/pull/31,done,tlowande, tag - make access to package.json safer
✔️ PR #16 journal - remove optional chaining (hyx131),https://github.com/EQWorks/avail-bot/pull/16,done,hyx131, journal - remove optional chaining
✔️ PR #15 Journal/vacay - skip journal process during vacay & fetch for pre-vacay tasks when back (hyx131),https://github.com/EQWorks/avail-bot/pull/15,done,hyx131, Journal/vacay - skip journal process during vacay & fetch for pre-vacay tasks when back
✔️ PR #10 github - lone repo updates to factor in teams and format by prod category (woozyking),https://github.com/EQWorks/updates/pull/10,done,woozyking, github - lone repo updates to factor in teams and format by prod category
✔️ PR #3 offWeekDaysDurations and support unavailable hours (woozyking),https://github.com/EQWorks/effort/pull/3,done,woozyking, offWeekDaysDurations and support unavailable hours
✔️ PR #68 Bday sign fix multi-bday logic (tlowande),https://github.com/EQWorks/legion/pull/68,done,tlowande, Bday sign fix multi-bday logic
👀 PR #19 Update - Add device capture and export to S3 (mptcloud),https://github.com/EQWorks/DeviceCounts/pull/19,needs review,mptcloud, Update - Add device capture and export to S3
✔️ PR #18 Update - Add SDR to data sources (mptcloud),https://github.com/EQWorks/DeviceCounts/pull/18,done,mptcloud, Update - Add SDR to data sources
⚠️ PR #1796 Integrate new poi-manage (geoerika),https://github.com/EQWorks/overlord/pull/1796,wip,geoerika, Integrate new poi-manage
text,link,state,contributors,text_cleaned
✔️ PR #19 add Quantitave & Qualitative filter (kc-leung)Issue #18 Create filters for quantitave/qualitative data,https://github.com/EQWorks/lumen-table/pull/19,done,kc-leung, add Quantitave & Qualitative filter (kc-leung)Issue Create filters for quantitave/qualitative
👀 PR #89 [G2M ] States/ezpz (hyx131),https://github.com/EQWorks/ml-ui/pull/89,needs review,hyx131, States/ezpz
✔️ PR #87 Ezpz (hyx131),https://github.com/EQWorks/ml-ui/pull/87,done,hyx131, Ezpz
✔️ PR #79 State Management with Easy-Peasy (woozyking),https://github.com/EQWorks/ml-ui/pull/79,done,woozyking, State Management with Easy-Peasy
⚠️ PR #1 Ongoing projects (woozyking),https://github.com/EQWorks/kb/pull/1,wip,woozyking, Ongoing projects
✔️ PR #13 package - changed to v1.1.0 (kc-leung),https://github.com/EQWorks/lumen-ui/pull/13,done,kc-leung, package - changed to v1.1.0
👀 PR #11 Port styled card container (DoParkEQ),https://github.com/EQWorks/lumen-ui/pull/11,needs review,DoParkEQ, Port styled card container
"✔️ PR #12 alert - simplification - header case logic, remove inline style, remove redundant props (woozyking)",https://github.com/EQWorks/lumen-ui/pull/12,done,woozyking," alert - simplification - header case logic, remove inline style, remove redundant props"
👀 PR #10 import modal and styled card container (DoParkEQ),https://github.com/EQWorks/lumen-ui/pull/10,needs review,DoParkEQ, import modal and styled card container
✔️ PR #9 add forwardRef wrapper to every component (kc-leung)Issue #8 Add ForwardRef into every component,https://github.com/EQWorks/lumen-ui/pull/9,done,kc-leung, add forwardRef wrapper to every component (kc-leung)Issue Add ForwardRef into every
⚠️ PR #2 Add work sample solution 1-3 (woozyking),https://github.com/EQWorks/data-analyst-training/pull/2,wip,woozyking, Add work sample solution 1-3
👀 PR #71 Legend scale fix for zero max; rename MLReportMap as QLReportMap; tooltip styling; restyle Legend to horizontal layout; add truncate function for Legend Title; add formatData object; add custom opacity for Gradient; adjust GeoCohortMap to all these changes (geoerika),https://github.com/EQWorks/react-maps/pull/71,needs review,geoerika, Legend scale fix for zero max; rename MLReportMap as QLReportMap; tooltip styling; restyle Legend to horizontal layout; add truncate function for Legend Title; add formatData object; add custom opacity for Gradient; adjust GeoCohortMap to all these changes
✔️ PR #70 Geo Cohort Map - create geojson map; data-based colour fill & elevation; tooltip; multiple legends; highlightObj (geoerika),https://github.com/EQWorks/react-maps/pull/70,done,geoerika, Geo Cohort Map - create geojson map; data-based colour fill & elevation; tooltip; multiple legends; highlightObj
👀 PR #126 VISX/Plotly/D3 exp (DoParkEQ),https://github.com/EQWorks/chart-system/pull/126,needs review,DoParkEQ, VISX/Plotly/D3 exp
✔️ PR #155 Extracted (tlowande),https://github.com/EQWorks/react-labs/pull/155,done,tlowande, Extracted
✔️ PR #147 alert - simplify alert and eliminate inline-styles (woozyking),https://github.com/EQWorks/react-labs/pull/147,done,woozyking, alert - simplify alert and eliminate inline-styles
⚠️ PR #55 Age Chart for Ontario (maluhoss)Issue #17 Age breakdown chart (based on design),https://github.com/EQWorks/flaat-dash/pull/55,wip,based on design, Age Chart for Ontario (maluhoss)Issue Age breakdown chart (based on
⚠️ PR #1812 GeoCohortMap (geoerika),https://github.com/EQWorks/overlord/pull/1812,wip,geoerika, GeoCohortMap
⚠️ PR #1810 OLD GeoCohort Map (geoerika),https://github.com/EQWorks/overlord/pull/1810,wip,geoerika, OLD GeoCohort Map
👀 PR #1808 geo cohort/reports (DoParkEQ),https://github.com/EQWorks/overlord/pull/1808,needs review,DoParkEQ, geo cohort/reports
👀 PR #848 geo cohort pacing (eq-ianecc),https://github.com/EQWorks/flash/pull/848,needs review,eq-ianecc, geo cohort pacing
✔️ PR #14 Backwards compatibility/service account (wwwmonsterlam),https://github.com/EQWorks/data-hub/pull/14,done,wwwmonsterlam, Backwards compatibility/service account
✔️ PR #13 Connector/framework (wwwmonsterlam),https://github.com/EQWorks/data-hub/pull/13,done,wwwmonsterlam, Connector/framework
"⚠️ PR #8 gam - multi-read, multi-write process ready for batch (woozyking)",https://github.com/EQWorks/data-hub/pull/8,wip,woozyking," gam - multi-read, multi-write process ready for batch"
👀 PR #950 hub/google - associate to new service account (woozyking),https://github.com/EQWorks/snoke/pull/950,needs review,woozyking, hub/google - associate to new service account
👀 PR #919 design - change illustrations in home and notebook (YizhiCatherineZhang),https://github.com/EQWorks/snoke/pull/919,needs review,YizhiCatherineZhang, design - change illustrations in home and notebook
✔️ PR #526 hub - adapt to new staged data-hub lambdas (woozyking),https://github.com/EQWorks/firstorder/pull/526,done,woozyking, hub - adapt to new staged data-hub lambdas
✔️ PR #525 HH Segments - expand access to include ONLIA WL (maluhoss),https://github.com/EQWorks/firstorder/pull/525,done,maluhoss, HH Segments - expand access to include ONLIA WL
✔️ PR #524 QL/Geo - Move intersection table to locus_place (kevlabs),https://github.com/EQWorks/firstorder/pull/524,done,kevlabs, QL/Geo - Move intersection table to locus_place
👀 PR #42 connectionHub - datetime serialization bugfix (waynezhu6),https://github.com/EQWorks/EnrichData/pull/42,needs review,waynezhu6, connectionHub - datetime serialization bugfix
👀 PR #23 single user server - fix poststart hook due to invalid token (maluhoss),https://github.com/EQWorks/JupyterHub/pull/23,needs review,maluhoss, single user server - fix poststart hook due to invalid token
👀 PR #78 get_audience,https://github.com/EQWorks/locussdk/pull/78,needs review,,
⚠️ PR #1 Port - tensorflow playground ts (woozyking),https://github.com/EQWorks/nn-viz/pull/1,wip,woozyking, Port - tensorflow playground ts
text,link,state,contributors,text_cleaned
👀 PR #7 dashboard management interactions (DoParkEQ),https://github.com/EQWorks/snoke-dashboard/pull/7,needs review,DoParkEQ, dashboard management interactions
👀 PR #1 ML Log updates + Query executions orchestration (kevlabs),https://github.com/EQWorks/ml-airflow/pull/1,needs review,kevlabs, ML Log updates + Query executions orchestration
👀 PR #505 ML Overhaul - Executions + saved queries (kevlabs),https://github.com/EQWorks/firstorder/pull/505,needs review,kevlabs, ML Overhaul - Executions + saved queries
✔️ PR #503 AOI - include requests from notebook when exporting AOI (maluhoss),https://github.com/EQWorks/firstorder/pull/503,done,maluhoss, AOI - include requests from notebook when exporting AOI
✔️ PR #502 dataset - /tz for world timezone geometry (woozyking),https://github.com/EQWorks/firstorder/pull/502,done,woozyking, dataset - /tz for world timezone geometry
✔️ PR #501 Devops - update serverless (maluhoss),https://github.com/EQWorks/firstorder/pull/501,done,maluhoss, Devops - update serverless
✔️ PR #504 hub - google analytics connectors support (woozyking),https://github.com/EQWorks/firstorder/pull/504,done,woozyking, hub - google analytics connectors support
✔️ PR #944 hub - Google Analytics V4 connector (eq-ianecc),https://github.com/EQWorks/snoke/pull/944,done,eq-ianecc, hub - Google Analytics V4 connector
✔️ PR #943 hub - new connection split button for more types (woozyking),https://github.com/EQWorks/snoke/pull/943,done,woozyking, hub - new connection split button for more types
✔️ PR #942 map - adjust controllers position (tlowande),https://github.com/EQWorks/snoke/pull/942,done,tlowande, map - adjust controllers position
⚠️ PR #939 ml - upgrade ml version + react-query version (hyx131),https://github.com/EQWorks/snoke/pull/939,wip,hyx131, ml - upgrade ml version + react-query version
⚠️ PR #895 ML connect (tlowande),https://github.com/EQWorks/snoke/pull/895,wip,tlowande, ML connect
✔️ PR #66 dokerfile - define steps for dockerfile (bsandi1220),https://github.com/EQWorks/locussdk/pull/66,done,bsandi1220, dokerfile - define steps for dockerfile
✔️ PR #65 AOI - Use aoi export endpoint instead of layer (maluhoss),https://github.com/EQWorks/locussdk/pull/65,done,maluhoss, AOI - Use aoi export endpoint instead of layer
⚠️ PR #33 popular times -  update decryption method (bsandi1220),https://github.com/EQWorks/EnrichData/pull/33,wip,bsandi1220, popular times - update decryption method
✔️ PR #32 AOI - refactor endpoint from /layer to /export/aoi (maluhoss),https://github.com/EQWorks/EnrichData/pull/32,done,maluhoss, AOI - refactor endpoint from /layer to /export/aoi
⚠️ PR #24 encryption - update encrypt method to achieve consistency over time (bsandi1220),https://github.com/EQWorks/PopularTimes/pull/24,wip,bsandi1220, encryption - update encrypt method to achieve consistency over time
✔️ PR #13 Google analytics 4 connector (supuntennakoon),https://github.com/EQWorks/connector-google-analytics/pull/13,done,supuntennakoon, Google analytics 4 connector
✔️ PR #81 query builder - error handling and defaultView (tlowande),https://github.com/EQWorks/ml-ui/pull/81,done,tlowande, query builder - error handling and defaultView
✔️ PR #25 view/default-state - scroll to last opened view (tlowande),https://github.com/EQWorks/ml-ui/pull/25,done,tlowande, view/default-state - scroll to last opened view
⚠️ PR #70 Saved queries (hyx131),https://github.com/EQWorks/ml-ui/pull/70,wip,hyx131, Saved queries
⚠️ PR #66 Adjust code to work with poi-manage create poi workflow (geoerika),https://github.com/EQWorks/react-maps/pull/66,wip,geoerika, Adjust code to work with poi-manage create poi workflow
✔️ PR #65 POIMap - combine geocoder and drawing to create POIs; performance optimization of layers using 'visible' prop; move all poi-manage-related files in stories; change functions to Object style param (geoerika),https://github.com/EQWorks/react-maps/pull/65,done,geoerika, POIMap - combine geocoder and drawing to create POIs; performance optimization of layers using 'visible' prop; move all poi-manage-related files in stories; change functions to Object style param
👀 PR #5 Handle individual log views + Support for direct invocation (kevlabs),https://github.com/EQWorks/ml-fusion-writer/pull/5,needs review,kevlabs, Handle individual log views + Support for direct invocation
⚠️ PR #7 Add color variants to button (kc-leung),https://github.com/EQWorks/lumen-ui/pull/7,wip,kc-leung, Add color variants to button
👀 PR #159 Vertical navbar (DoParkEQ),https://github.com/EQWorks/react-labs/pull/159,needs review,DoParkEQ, Vertical navbar
👀 PR #158 Modal (DoParkEQ),https://github.com/EQWorks/react-labs/pull/158,needs review,DoParkEQ, Modal
⚠️ PR #57 Implement create POIs with new POIMap create and draw modes (geoerika),https://github.com/EQWorks/poi-manage/pull/57,wip,geoerika, Implement create POIs with new POIMap create and draw modes
✔️ PR #16 08 - workspace automation (woozyking),https://github.com/EQWorks/python-curriculum/pull/16,done,woozyking, 08 - workspace automation
⚠️ PR #1 Port - tensorflow playground ts (woozyking),https://github.com/EQWorks/nn-viz/pull/1,wip,woozyking, Port - tensorflow playground ts
"👀 PR #14 Upgrade version, add error handling & docstirng (maluhoss)",https://github.com/EQWorks/facebook-segments/pull/14,needs review,maluhoss," Upgrade version, add error handling & docstirng"
✔️ PR #1 companion project for python-curriculum/08 (woozyking),https://github.com/EQWorks/where/pull/1,done,woozyking, companion project for python-curriculum/08
⚠️ PR #37 nlp/label - 2021-Mar batch (woozyking),https://github.com/EQWorks/release/pull/37,wip,woozyking, nlp/label - 2021-Mar batch
text,link,state,contributors,text_cleaned
👀 PR #12 Stripe - Added The extra parameteres for the payment methods,https://github.com/EQWorks/connector-stripe/pull/12,needs review,, Stripe - Added The extra parameteres for the payment
👀 PR #11 Stripe - Added The extra parameteres for the core resources,https://github.com/EQWorks/connector-stripe/pull/11,needs review,, Stripe - Added The extra parameteres for the core
👀 PR #9 Stripe - Endpoints for the Orders section (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/9,needs review,supuntennakoon, Stripe - Endpoints for the Orders section
👀 PR #8 Stripe - Endpoints for the Terminal section (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/8,needs review,supuntennakoon, Stripe - Endpoints for the Terminal section
👀 PR #7 Stripe - Endpoints for the Issuing section (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/7,needs review,supuntennakoon, Stripe - Endpoints for the Issuing section
👀 PR #6 Stripe - Endpoints for the Fraud section (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/6,needs review,supuntennakoon, Stripe - Endpoints for the Fraud section
👀 PR #4 Stripe - Endpoints for the Billing (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/4,needs review,supuntennakoon, Stripe - Endpoints for the Billing
"👀 PR #10 Stripe - Endpoints for the Sigma, Reporting, webhooks sections (supuntennakoon)",https://github.com/EQWorks/connector-stripe/pull/10,needs review,supuntennakoon," Stripe - Endpoints for the Sigma, Reporting, webhooks sections"
👀 PR #5 Stripe - Endpoints for the Connect (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/5,needs review,supuntennakoon, Stripe - Endpoints for the Connect
✔️ PR #16 update airflow dag deployment (wwwmonsterlam),https://github.com/EQWorks/data-hub/pull/16,done,wwwmonsterlam, update airflow dag deployment
👀 PR #25 Devops - update image for singleuser to v0.8.0 (maluhoss),https://github.com/EQWorks/JupyterHub/pull/25,needs review,maluhoss, Devops - update image for singleuser to v0.8.0
✔️ PR #84 Devops - fix path to demo-notebooks tests (waynezhu6),https://github.com/EQWorks/locussdk/pull/84,done,waynezhu6, Devops - fix path to demo-notebooks tests
✔️ PR #83 Devops - fix path to demo-notebooks tests (waynezhu6),https://github.com/EQWorks/locussdk/pull/83,done,waynezhu6, Devops - fix path to demo-notebooks tests
"✔️ PR #82 Add ipyleaflet, timezonefinder, modin and ray + add commit-watch (maluhoss)",https://github.com/EQWorks/locussdk/pull/82,done,maluhoss," Add ipyleaflet, timezonefinder, modin and ray + add commit-watch"
✔️ PR #80 Devops - add automated testing for demo notebooks on release (waynezhu6),https://github.com/EQWorks/locussdk/pull/80,done,waynezhu6, Devops - add automated testing for demo notebooks on release
✔️ PR #12 Bugfix/exception detection (wwwmonsterlam),https://github.com/EQWorks/connector-shopify/pull/12,done,wwwmonsterlam, Bugfix/exception detection
"✔️ PR #5 Added endpoints for Sales channel, MarketingEvent sections (supuntennakoon)",https://github.com/EQWorks/connector-shopify/pull/5,done,supuntennakoon," Added endpoints for Sales channel, MarketingEvent sections"
✔️ PR #4 Shopify - Endpoints for the Events Section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/4,done,supuntennakoon, Shopify - Endpoints for the Events Section
✔️ PR #3 Shopify - Endpoints for the Inventory Section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/3,done,supuntennakoon, Shopify - Endpoints for the Inventory Section
✔️ PR #2 Shopify - Endpoints for the Orders section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/2,done,supuntennakoon, Shopify - Endpoints for the Orders section
✔️ PR #1 Shopify - Endpoints for the Products section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/1,done,supuntennakoon, Shopify - Endpoints for the Products section
"👀 PR #10 Shopify - Endpoints for TenderTransaction, Metafield, Plus sections (supuntennakoon)",https://github.com/EQWorks/connector-shopify/pull/10,needs review,supuntennakoon," Shopify - Endpoints for TenderTransaction, Metafield, Plus sections"
✔️ PR #8 Shopify - Endpoints for shopify payments (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/8,done,supuntennakoon, Shopify - Endpoints for shopify payments
👀 PR #7 Shopify - Endpoints for Store Properties (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/7,needs review,supuntennakoon, Shopify - Endpoints for Store Properties
👀 PR #6 Shopify - Endpoints for Shipping and fulfillment Section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/6,needs review,supuntennakoon, Shopify - Endpoints for Shipping and fulfillment Section
👀 PR #27 Commit watch integration and mention in git conventions (woozyking),https://github.com/EQWorks/common/pull/27,needs review,woozyking, Commit watch integration and mention in git conventions
✔️ PR #22 devops - integrate commit-watch for PRs (woozyking),https://github.com/EQWorks/python-curriculum/pull/22,done,woozyking, devops - integrate commit-watch for s
"✔️ PR #42 version 3.4, revise commit-watch job (woozyking)",https://github.com/EQWorks/release/pull/42,done,woozyking," version 3.4, revise commit-watch job"
"✔️ PR #40 devops - dev env to node 14, add commit-watch in master CI workflow (woozyking)",https://github.com/EQWorks/release/pull/40,done,woozyking," devops - dev env to node 14, add commit-watch in master CI workflow"
✔️ PR #37 nlp/label - 2021-Mar batch (woozyking),https://github.com/EQWorks/release/pull/37,done,woozyking, nlp/label - 2021-Mar batch
✔️ PR #3 Auto main|master branch detection (woozyking),https://github.com/EQWorks/commit-watch/pull/3,done,woozyking, Auto main|master branch detection
✔️ PR #36 Journey speed (dshparyk),https://github.com/EQWorks/path_builder/pull/36,done,dshparyk, Journey speed
✔️ PR #656 devops - add commit-watch to master CI workflow (woozyking),https://github.com/EQWorks/overseer/pull/656,done,woozyking, devops - add commit-watch to master CI workflow
👀 PR #1 Revised deployment (odesiuz),https://github.com/EQWorks/airflow-eks/pull/1,needs review,odesiuz, Revised deployment
👀 PR #2 Cohort matrix creation (safayet08),https://github.com/EQWorks/cohort_analysis2/pull/2,needs review,safayet08, Cohort matrix creation
👀 PR #1 idfa tracking - prototype (christam96),https://github.com/EQWorks/cohort_analysis2/pull/1,needs review,christam96, idfa tracking - prototype
⚠️ PR #3 ip hh dev (steven-mindswire),https://github.com/EQWorks/hhv2_prod/pull/3,wip,steven-mindswire, ip hh dev
text,link,state,contributors,text_cleaned
👀 PR #1 port - tensorflow playground simulation logic/controls (woozyking)Issue #2 NN Model simulation and controls in React,https://github.com/EQWorks/nn-viz/pull/1,needs review,woozyking, port - tensorflow playground simulation logic/controls (woozyking)Issue NN Model simulation and controls in
⚠️ PR #15 New table/oauth info (wwwmonsterlam),https://github.com/EQWorks/data-hub/pull/15,wip,wwwmonsterlam, New table/oauth info
👀 PR #81 Dataset - get Marketplace layers (maluhoss),https://github.com/EQWorks/locussdk/pull/81,needs review,maluhoss, Dataset - get Marketplace layers
👀 PR #80 Devops - add automated testing for demo notebooks on release (waynezhu6),https://github.com/EQWorks/locussdk/pull/80,needs review,waynezhu6, Devops - add automated testing for demo notebooks on release
👀 PR #47 Get Marketplace Layers (maluhoss),https://github.com/EQWorks/EnrichData/pull/47,needs review,maluhoss, Get Marketplace Layers
✔️ PR #24 Devops - update notebook image to v0.7.11 (maluhoss),https://github.com/EQWorks/JupyterHub/pull/24,done,maluhoss, Devops - update notebook image to v0.7.11
✔️ PR #20 10 raw html (woozyking),https://github.com/EQWorks/python-curriculum/pull/20,done,woozyking, 10 raw html
✔️ PR #19 10 - bridging web ui to notebook (divyselva),https://github.com/EQWorks/python-curriculum/pull/19,done,divyselva, 10 - bridging web ui to notebook
👀 PR #2 projects - add Geo Cohort project/team (woozyking),https://github.com/EQWorks/kb/pull/2,needs review,woozyking, projects - add Geo Cohort project/team
👀 PR #52 GeoCohort/Fix - Export handler (kevlabs),https://github.com/EQWorks/chronos-lambda/pull/52,needs review,kevlabs, GeoCohort/Fix - Export handler
✔️ PR #50 GeoCohortAvail - Implement lambda (kevlabs),https://github.com/EQWorks/chronos-lambda/pull/50,done,kevlabs, GeoCohortAvail - Implement lambda
"✔️ PR #51 GeoCohortAvail/devops - resolve npm registry sources, pin down node 12.x (woozyking)",https://github.com/EQWorks/chronos-lambda/pull/51,done,woozyking," GeoCohortAvail/devops - resolve npm registry sources, pin down node 12.x"
